trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
753,False,"{'a': 0.4709515766082228, 'e': 0.7296406630636835}",25,0,-24.139654048345317,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
754,False,"{'a': 0.47048086042893056, 'e': 0.7289564676013889}",20,0,-67.43626817202593,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
755,False,"{'a': 0.470010614730538, 'e': 0.7282715431826874}",30,8,-44.59628811622337,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
756,False,"{'a': 0.4695408390427993, 'e': 0.7275858904925034}",20,0,-125.43710601195899,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
757,False,"{'a': 0.4690715328959388, 'e': 0.7268995102164897}",25,0,-50.63564307130698,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
758,False,"{'a': 0.46860269582065023, 'e': 0.7262124030410263}",30,0,-76.62936256165466,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",0
759,False,"{'a': 0.46813432734809657, 'e': 0.7255245696532203}",20,0,-65.45445246455981,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
760,False,"{'a': 0.46766642700990924, 'e': 0.7248360107409052}",20,1,-36.6488937630362,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 0}",1
761,False,"{'a': 0.4671989943381879, 'e': 0.7241467269926397}",25,0,-123.40979180549837,"{0: 17, 1: 1, 2: 2, 3: 4, 4: 1}",0
762,False,"{'a': 0.46673202886549986, 'e': 0.7234567190977075}",30,10,-33.56177526399368,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
763,False,"{'a': 0.4662655301248796, 'e': 0.7227659877461166}",25,10,-43.5150405551921,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
764,False,"{'a': 0.46579949764982825, 'e': 0.7220745336285982}",25,18,11.749603914488082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.4653339309743134, 'e': 0.7213823574366063}",25,0,-105.03960338649715,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
766,False,"{'a': 0.4648688296327683, 'e': 0.720689459862317}",25,9,-83.82108285448491,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 1}",1
767,False,"{'a': 0.46440419316009157, 'e': 0.719995841598628}",20,0,-135.16610429131444,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
768,False,"{'a': 0.4639400210916467, 'e': 0.7193015033391573}",35,0,-117.81133717628097,"{0: 26, 1: 1, 2: 6, 3: 0, 4: 2}",0
769,False,"{'a': 0.4634763129632616, 'e': 0.7186064457782433}",35,0,-109.67365880857886,"{0: 20, 1: 3, 2: 12, 3: 0, 4: 0}",0
770,False,"{'a': 0.46301306831122807, 'e': 0.7179106696109434}",20,0,-42.23902045462305,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",1
771,False,"{'a': 0.46255028667230147, 'e': 0.7172141755330337}",25,0,-145.33973626755184,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
772,False,"{'a': 0.4620879675837, 'e': 0.7165169642410081}",25,0,-77.2989639559827,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
773,False,"{'a': 0.4616261105831047, 'e': 0.7158190364320781}",20,0,-22.861771271950694,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
774,False,"{'a': 0.4611647152086584, 'e': 0.7151203928041714}",30,20,-14.371355128936468,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
775,False,"{'a': 0.4607037809989658, 'e': 0.7144210340559313}",20,10,-49.42117923123242,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
776,False,"{'a': 0.4602433074930926, 'e': 0.7137209608867168}",20,0,-32.50195901492154,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
777,False,"{'a': 0.4597832942305652, 'e': 0.7130201739966009}",20,8,-28.713744765747734,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
778,False,"{'a': 0.45932374075137034, 'e': 0.7123186740863704}",20,0,-100.20842464444726,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
779,False,"{'a': 0.45886464659595455, 'e': 0.7116164618575251}",25,0,11.28024241154424,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
780,False,"{'a': 0.45840601130522357, 'e': 0.7109135380122773}",20,3,-57.64175899080055,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
781,False,"{'a': 0.4579478344205421, 'e': 0.7102099032535507}",30,0,-98.77647791168498,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
782,False,"{'a': 0.4574901154837332, 'e': 0.7095055582849801}",20,0,-99.12970066288965,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
783,False,"{'a': 0.4570328540370779, 'e': 0.7088005038109104}",20,0,-61.12780453876033,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
784,False,"{'a': 0.4565760496233147, 'e': 0.7080947405363958}",30,7,-152.09754899052948,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 3}",1
785,False,"{'a': 0.45611970178563926, 'e': 0.7073882691671998}",20,0,-19.660034333745717,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
786,False,"{'a': 0.45566381006770357, 'e': 0.7066810904097934}",20,0,-150.7139794523511,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
787,False,"{'a': 0.4552083740136159, 'e': 0.7059732049713556}",25,7,-40.76724892792833,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
788,False,"{'a': 0.45475339316794017, 'e': 0.7052646135597717}",25,3,-137.81678018139237,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 2}",1
789,False,"{'a': 0.45429886707569556, 'e': 0.7045553168836329}",25,0,-71.73466404419824,"{0: 19, 1: 3, 2: 0, 3: 2, 4: 1}",0
790,False,"{'a': 0.45384479528235583, 'e': 0.7038453156522361}",25,0,-75.8922650190484,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
791,False,"{'a': 0.4533911773338492, 'e': 0.7031346105755821}",20,9,-19.639364922830545,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
792,False,"{'a': 0.4529380127765577, 'e': 0.7024232023643763}",25,15,-40.87518242566312,"{0: 5, 1: 2, 2: 2, 3: 1, 4: 0}",1
793,False,"{'a': 0.4524853011573168, 'e': 0.7017110917300265}",20,0,-40.2538714290122,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
794,False,"{'a': 0.45203304202341466, 'e': 0.7009982793846437}",20,0,9.192350707231347,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
795,False,"{'a': 0.4515812349225922, 'e': 0.7002847660410396}",20,0,-25.30330415825596,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
796,False,"{'a': 0.4511298794030424, 'e': 0.699570552412728}",25,0,-89.06819643691549,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
797,False,"{'a': 0.45067897501340953, 'e': 0.6988556392139224}",20,0,-79.27255033197011,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
798,False,"{'a': 0.45022852130278923, 'e': 0.6981400271595356}",25,0,-138.4390050218001,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
799,False,"{'a': 0.44977851782072775, 'e': 0.6974237169651799}",20,1,-77.28957686906972,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 1}",1
800,False,"{'a': 0.44932896411722156, 'e': 0.6967067093471654}",30,20,-21.49736166773897,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
801,False,"{'a': 0.448879859742717, 'e': 0.6959890050224995}",25,0,-68.82247309599903,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
802,False,"{'a': 0.4484312042481095, 'e': 0.6952706047088867}",20,5,-48.65808911047066,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
803,False,"{'a': 0.4479829971847437, 'e': 0.6945515091247271}",20,0,-16.28870087631484,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
804,False,"{'a': 0.44753523810441237, 'e': 0.6938317189891162}",25,0,-64.29258037635896,"{0: 15, 1: 6, 2: 3, 3: 1, 4: 0}",0
805,False,"{'a': 0.4470879265593564, 'e': 0.6931112350218442}",20,0,-71.86571772851836,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
806,False,"{'a': 0.44664106210226434, 'e': 0.6923900579433949}",25,0,-110.2054690144441,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
807,False,"{'a': 0.44619464428627154, 'e': 0.6916681884749454}",25,17,11.268574148440367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.44574867266496027, 'e': 0.690945627338365}",20,0,11.311216478912456,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
809,False,"{'a': 0.4453031467923587, 'e': 0.6902223752562149}",20,0,-7.899278091767117,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
810,False,"{'a': 0.4448580662229411, 'e': 0.689498432951747}",20,0,-118.15258311797638,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
811,False,"{'a': 0.4444134305116268, 'e': 0.6887738011489036}",20,0,-30.721830427738002,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
812,False,"{'a': 0.44396923921378006, 'e': 0.6880484805723165}",30,20,4.630249420615767,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.4435254918852095, 'e': 0.6873224719473061}",25,0,-115.11368703669088,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
814,False,"{'a': 0.4430821880821678, 'e': 0.6865957759998811}",35,17,-5.789945153986586,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
815,False,"{'a': 0.4426393273613511, 'e': 0.6858683934567373}",30,13,-24.509237774050604,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
816,False,"{'a': 0.44219690927989863, 'e': 0.6851403250452572}",20,0,-49.7906410171734,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
817,False,"{'a': 0.44175493339539235, 'e': 0.6844115714935092}",25,11,-24.821084319779505,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
818,False,"{'a': 0.4413133992658562, 'e': 0.6836821335302466}",25,17,-17.31883611208332,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
819,False,"{'a': 0.4408723064497561, 'e': 0.6829520118849075}",20,13,0.5026500575460706,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
820,False,"{'a': 0.44043165450599925, 'e': 0.6822212072876135}",20,0,-89.43915375318402,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
821,False,"{'a': 0.43999144299393356, 'e': 0.681489720469169}",20,0,-94.25358295595638,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
822,False,"{'a': 0.43955167147334756, 'e': 0.6807575521610608}",20,0,-102.86181618113321,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
823,False,"{'a': 0.43911233950446965, 'e': 0.6800247030954573}",20,0,-118.0336585329798,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",1
824,False,"{'a': 0.4386734466479678, 'e': 0.6792911740052072}",20,0,-72.4944112668437,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
825,False,"{'a': 0.43823499246494924, 'e': 0.6785569656238398}",25,0,-98.83341051972752,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
826,False,"{'a': 0.4377969765169596, 'e': 0.6778220786855633}",30,18,-1.1142230985757506,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
827,False,"{'a': 0.437359398365983, 'e': 0.6770865139252646}",25,0,-88.0463458352634,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
828,False,"{'a': 0.43692225757444114, 'e': 0.6763502720785084}",30,10,-26.776348789270248,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
829,False,"{'a': 0.4364855537051933, 'e': 0.6756133538815365}",20,0,-6.579936454569558,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
830,False,"{'a': 0.43604928632153556, 'e': 0.674875760071267}",20,0,-103.6300349454076,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
831,False,"{'a': 0.4356134549872005, 'e': 0.6741374913852938}",20,0,-69.35611270300406,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
832,False,"{'a': 0.43517805926635666, 'e': 0.6733985485618852}",30,16,-8.514563681808156,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
833,False,"{'a': 0.43474309872360845, 'e': 0.6726589323399843}",25,0,-166.47118133798443,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
834,False,"{'a': 0.43430857292399516, 'e': 0.671918643459207}",35,0,-136.5419970585722,"{0: 26, 1: 1, 2: 4, 3: 2, 4: 2}",1
835,False,"{'a': 0.43387448143299095, 'e': 0.6711776826598423}",20,3,-50.97519305465184,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 0}",1
836,False,"{'a': 0.43344082381650434, 'e': 0.6704360506828508}",20,0,-9.23720571093817,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
837,False,"{'a': 0.43300759964087765, 'e': 0.6696937482698646}",20,8,-21.598029099533,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
838,False,"{'a': 0.4325748084728867, 'e': 0.6689507761631859}",25,0,-84.54243743373277,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
839,False,"{'a': 0.43214244987974026, 'e': 0.6682071351057867}",20,2,6.303009856667289,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
840,False,"{'a': 0.43171052342907973, 'e': 0.6674628258413081}",25,5,20.70187533416629,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.4312790286889786, 'e': 0.6667178491140593}",25,0,-59.84466069874008,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
842,False,"{'a': 0.4308479652279421, 'e': 0.665972205669017}",20,12,2.877057999083461,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.4304173326149067, 'e': 0.6652258962518245}",20,12,2.766206864201497,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.4299871304192398, 'e': 0.6644789216087912}",25,0,-32.285685473572265,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
845,False,"{'a': 0.4295573582107392, 'e': 0.6637312824868916}",20,0,-107.46626306575375,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
846,False,"{'a': 0.42912801555963254, 'e': 0.6629829796337648}",20,0,-58.07957398526828,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
847,False,"{'a': 0.42869910203657724, 'e': 0.6622340137977137}",25,16,14.265133018641986,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.4282706172126597, 'e': 0.661484385727704}",20,0,-13.699176955257721,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
849,False,"{'a': 0.427842560659395, 'e': 0.6607340961733636}",20,8,-87.3840452754258,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 2}",1
850,False,"{'a': 0.4274149319487267, 'e': 0.6599831458849822}",25,0,-187.29377429196475,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
851,False,"{'a': 0.4269877306530259, 'e': 0.6592315356135099}",25,13,11.805227526527009,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
852,False,"{'a': 0.4265609563450914, 'e': 0.6584792661105568}",25,0,-81.72142688509267,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
853,False,"{'a': 0.4261346085981488, 'e': 0.6577263381283925}",20,0,-69.02909624200676,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
854,False,"{'a': 0.42570868698585024, 'e': 0.656972752419945}",20,15,0.5076309039002174,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.42528319108227414, 'e': 0.6562185097387998}",35,19,-57.918742712688164,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
856,False,"{'a': 0.4248581204619246, 'e': 0.6554636108391995}",20,0,-75.40498056136133,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
857,False,"{'a': 0.4244334746997309, 'e': 0.6547080564760429}",25,0,-64.9566992511027,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
858,False,"{'a': 0.4240092533710473, 'e': 0.6539518474048844}",25,12,-51.23390647945785,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 0}",1
859,False,"{'a': 0.4235854560516524, 'e': 0.6531949843819331}",25,0,-136.72428036965528,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",1
860,False,"{'a': 0.4231620823177488, 'e': 0.6524374681640519}",25,11,-38.62061495973508,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
861,False,"{'a': 0.4227391317459629, 'e': 0.6516792995087568}",30,7,-80.95675907414812,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 1}",1
862,False,"{'a': 0.42231660391334386, 'e': 0.6509204791742165}",20,0,-102.75760000597833,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
863,False,"{'a': 0.421894498397364, 'e': 0.6501610079192512}",25,0,-82.81881936976191,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
864,False,"{'a': 0.42147281477591764, 'e': 0.6494008865033323}",20,0,-64.59788928759943,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
865,False,"{'a': 0.4210515526273212, 'e': 0.648640115686581}",20,8,-27.701600073952505,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
866,False,"{'a': 0.42063071153031245, 'e': 0.647878696229768}",25,2,-93.07666525725135,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 2}",1
867,False,"{'a': 0.42021029106405033, 'e': 0.6471166288943128}",30,13,-31.79736115152535,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
868,False,"{'a': 0.41979029080811425, 'e': 0.6463539144422825}",20,0,-47.17239951255491,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
869,False,"{'a': 0.419370710342504, 'e': 0.6455905536363918}",25,0,-151.5596640026106,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 3}",0
870,False,"{'a': 0.418951549247639, 'e': 0.6448265472400012}",20,8,-55.387998000177895,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
871,False,"{'a': 0.4185328071043582, 'e': 0.644061896017117}",20,0,-36.26145029355672,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
872,False,"{'a': 0.41811448349391933, 'e': 0.6432966007323906}",25,5,-39.59811644559808,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
873,False,"{'a': 0.41769657799799886, 'e': 0.6425306621511171}",20,13,4.106730685425985,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.41727909019869114, 'e': 0.6417640810392349}",20,0,-6.9613159901678285,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
875,False,"{'a': 0.41686201967850844, 'e': 0.6409968581633251}",20,13,11.566651125813472,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.4164453660203801, 'e': 0.6402289942906106}",25,0,-89.05520167423687,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
877,False,"{'a': 0.4160291288076525, 'e': 0.6394604901889552}",25,16,2.738333380439938,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
878,False,"{'a': 0.41561330762408843, 'e': 0.6386913466268629}",20,0,-89.66344446347503,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
879,False,"{'a': 0.4151979020538666, 'e': 0.6379215643734771}",20,16,8.88554022074328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.4147829116815814, 'e': 0.6371511441985802}",25,0,-95.50802627240867,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
881,False,"{'a': 0.41436833609224244, 'e': 0.6363800868725922}",25,4,-48.35377700999334,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1
882,False,"{'a': 0.4139541748712741, 'e': 0.6356083931665703}",25,14,-0.5481565635544092,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
883,False,"{'a': 0.41354042760451515, 'e': 0.6348360638522081}",25,7,-33.26089062934288,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 0}",1
884,False,"{'a': 0.4131270938782183, 'e': 0.6340630997018352}",25,5,-3.015576225502184,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
885,False,"{'a': 0.4127141732790497, 'e': 0.6332895014884152}",25,7,-85.25347557000369,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
886,False,"{'a': 0.4123016653940888, 'e': 0.6325152699855466}",20,0,-35.514814514976315,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
887,False,"{'a': 0.4118895698108276, 'e': 0.6317404059674607}",25,15,-79.22349998159137,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
888,False,"{'a': 0.41147788611717057, 'e': 0.6309649102090216}",25,1,-111.44277965586632,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 2}",1
889,False,"{'a': 0.41106661390143395, 'e': 0.6301887834857247}",20,11,16.391584490192894,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.4106557527523455, 'e': 0.6294120265736969}",20,0,-9.006882077389054,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
891,False,"{'a': 0.410245302259044, 'e': 0.628634640249695}",20,3,-12.54696429051519,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
892,False,"{'a': 0.40983526201107895, 'e': 0.6278566252911051}",25,0,-70.11105614911335,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
893,False,"{'a': 0.4094256315984101, 'e': 0.6270779824759424}",30,18,-44.501524634467785,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
894,False,"{'a': 0.4090164106114069, 'e': 0.6262987125828494}",20,0,-42.18159844002374,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
895,False,"{'a': 0.4086075986408485, 'e': 0.625518816391096}",20,0,-43.87956986207668,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",1
896,False,"{'a': 0.4081991952779227, 'e': 0.6247382946805784}",25,0,-47.12040272908965,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
897,False,"{'a': 0.4077912001142262, 'e': 0.6239571482318181}",20,0,-28.685948203230893,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
898,False,"{'a': 0.4073836127417638, 'e': 0.6231753778259617}",25,5,-51.89002380707316,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
899,False,"{'a': 0.40697643275294815, 'e': 0.6223929842447792}",25,0,-142.1452899915425,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
900,False,"{'a': 0.4065696597405991, 'e': 0.6216099682706644}",20,0,-70.13495677324232,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
901,False,"{'a': 0.4061632932979437, 'e': 0.6208263306866332}",25,0,-104.22560583838053,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
902,False,"{'a': 0.40575733301861544, 'e': 0.620042072276323}",20,0,-76.75652320902033,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
903,False,"{'a': 0.40535177849665405, 'e': 0.6192571938239922}",20,0,6.891906214610993,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
904,False,"{'a': 0.4049466293265049, 'e': 0.6184716961145192}",20,0,-21.2027632785804,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
905,False,"{'a': 0.4045418851030188, 'e': 0.6176855799334016}",25,0,-75.67416232207471,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
906,False,"{'a': 0.4041375454214515, 'e': 0.6168988460667556}",25,12,-74.56547317344382,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
907,False,"{'a': 0.4037336098774634, 'e': 0.6161114953013148}",25,0,-47.04076256154796,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
908,False,"{'a': 0.40333007806711874, 'e': 0.6153235284244302}",20,0,-100.63111273960209,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
909,False,"{'a': 0.4029269495868858, 'e': 0.6145349462240683}",25,3,-33.00129550358039,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 0}",1
910,False,"{'a': 0.40252422403363597, 'e': 0.6137457494888116}",20,16,7.480649909120708,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.40212190100464373, 'e': 0.6129559390078564}",20,9,6.748068333112251,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.401719980097586, 'e': 0.6121655155710133}",20,0,-32.01594533499295,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
913,False,"{'a': 0.4013184609105419, 'e': 0.6113744799687056}",20,0,-128.29823324614807,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
914,False,"{'a': 0.40091734304199217, 'e': 0.6105828329919689}",25,8,-54.782494691895494,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
915,False,"{'a': 0.4005166260908188, 'e': 0.6097905754324501}",20,0,-107.85741218336486,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
916,False,"{'a': 0.40011630965630496, 'e': 0.6089977080824067}",25,0,-63.10904937025526,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
917,False,"{'a': 0.3997163933381341, 'e': 0.608204231734706}",25,0,-41.1229168735245,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
918,False,"{'a': 0.3993168767363899, 'e': 0.6074101471828242}",20,0,-36.54889484447933,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
919,False,"{'a': 0.39891775945155566, 'e': 0.6066154552208458}",25,0,-44.57894987693532,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
920,False,"{'a': 0.3985190410845142, 'e': 0.6058201566434628}",30,13,-25.33086482699996,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
921,False,"{'a': 0.39812072123654696, 'e': 0.6050242522459737}",20,9,-8.14147367298331,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
922,False,"{'a': 0.39772279950933415, 'e': 0.6042277428242826}",20,10,8.4477990867606,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.39732527550495406, 'e': 0.6034306291748992}",20,0,-42.715491334768124,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
924,False,"{'a': 0.3969281488258825, 'e': 0.6026329120949367}",25,7,-25.598201053633428,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
925,False,"{'a': 0.39653141907499284, 'e': 0.6018345923821126}",25,0,-40.24954367258937,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
