trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
548,False,"{'a': 0.5781048646705196, 'e': 0.8535681907719751}",20,0,-106.0785114084507,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
549,False,"{'a': 0.5775270487619547, 'e': 0.8530467829390963}",30,0,-155.45395664196593,"{0: 18, 1: 0, 2: 8, 3: 3, 4: 1}",1
550,False,"{'a': 0.5769498103804866, 'e': 0.8525245220595057}",20,0,-81.91441834983533,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
551,False,"{'a': 0.5763731489488771, 'e': 0.852001408655464}",25,0,-169.9298635761924,"{0: 14, 1: 5, 2: 2, 3: 1, 4: 3}",0
552,False,"{'a': 0.5757970638904646, 'e': 0.8514774432500848}",25,0,-125.05218087342978,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
553,False,"{'a': 0.5752215546291638, 'e': 0.8509526263673333}",30,0,-0.39267803104186316,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",1
554,False,"{'a': 0.5746466205894657, 'e': 0.8504269585320262}",20,0,-37.97776985138357,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
555,False,"{'a': 0.5740722611964361, 'e': 0.8499004402698315}",20,0,-25.361206661541146,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
556,False,"{'a': 0.5734984758757153, 'e': 0.8493730721072673}",25,0,-63.153590513235294,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
557,False,"{'a': 0.5729252640535184, 'e': 0.8488448545717019}",25,0,-162.86354772195546,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
558,False,"{'a': 0.5723526251566332, 'e': 0.8483157881913526}",25,0,-162.90923509265903,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
559,False,"{'a': 0.5717805586124209, 'e': 0.8477858734952858}",20,0,-129.3053741777326,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
560,False,"{'a': 0.5712090638488149, 'e': 0.8472551110134161}",25,0,-171.52944477138027,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
561,False,"{'a': 0.5706381402943203, 'e': 0.846723501276506}",20,1,-18.83821859290244,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
562,False,"{'a': 0.5700677873780136, 'e': 0.8461910448161652}",20,0,-97.46944736202673,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
563,False,"{'a': 0.5694980045295416, 'e': 0.8456577421648502}",20,0,-62.9328627061265,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
564,False,"{'a': 0.5689287911791218, 'e': 0.8451235938558634}",20,0,-82.26357644744205,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",1
565,False,"{'a': 0.5683601467575404, 'e': 0.8445886004233532}",30,0,-155.34868797956904,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
566,False,"{'a': 0.5677920706961532, 'e': 0.844052762402313}",25,1,-173.84532418784437,"{0: 11, 1: 2, 2: 8, 3: 1, 4: 2}",1
567,False,"{'a': 0.5672245624268841, 'e': 0.8435160803285807}",25,0,-153.50316493898453,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
568,False,"{'a': 0.5666576213822246, 'e': 0.8429785547388383}",20,0,-123.29759963046342,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
569,False,"{'a': 0.5660912469952337, 'e': 0.8424401861706114}",20,0,-167.42156802637325,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
570,False,"{'a': 0.5655254386995371, 'e': 0.8419009751622687}",20,0,-120.27737376990027,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
571,False,"{'a': 0.5649601959293262, 'e': 0.841360922253021}",20,12,4.177896078178578,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5643955181193584, 'e': 0.840820027982921}",20,0,-131.57129026594262,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",1
573,False,"{'a': 0.5638314047049556, 'e': 0.8402782928928632}",25,0,-176.38827434629073,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
574,False,"{'a': 0.5632678551220046, 'e': 0.8397357175245824}",20,12,8.230320971995496,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5627048688069557, 'e': 0.8391923024206541}",25,0,-223.33884547375587,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
576,False,"{'a': 0.5621424451968224, 'e': 0.8386480481244933}",20,0,-65.47750046560057,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
577,False,"{'a': 0.5615805837291813, 'e': 0.8381029551803544}",25,0,-183.871014381694,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
578,False,"{'a': 0.5610192838421706, 'e': 0.8375570241333301}",25,0,-116.71134707574988,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
579,False,"{'a': 0.5604585449744904, 'e': 0.8370102555293514}",30,13,-14.828745362652445,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
580,False,"{'a': 0.559898366565402, 'e': 0.8364626499151869}",25,0,-36.877402097419505,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
581,False,"{'a': 0.5593387480547268, 'e': 0.8359142078384423}",25,0,-119.30633152611011,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
582,False,"{'a': 0.5587796888828463, 'e': 0.8353649298475595}",20,0,-98.3371879168456,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
583,False,"{'a': 0.5582211884907012, 'e': 0.8348148164918164}",20,5,-17.06733401902852,"{0: 11, 1: 3, 2: 0, 3: 1, 4: 0}",1
584,False,"{'a': 0.5576632463197913, 'e': 0.8342638683213264}",25,0,-132.31896842853624,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
585,False,"{'a': 0.5571058618121739, 'e': 0.8337120858870376}",20,0,-48.03097862394528,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
586,False,"{'a': 0.5565490344104649, 'e': 0.8331594697407324}",20,0,-121.70099338508622,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
587,False,"{'a': 0.5559927635578367, 'e': 0.8326060204350269}",25,0,-185.20473533840146,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
588,False,"{'a': 0.5554370486980182, 'e': 0.8320517385233703}",20,0,-160.93061588957204,"{0: 9, 1: 0, 2: 9, 3: 0, 4: 2}",0
589,False,"{'a': 0.5548818892752949, 'e': 0.8314966245600446}",25,0,-29.45281969653579,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
590,False,"{'a': 0.5543272847345071, 'e': 0.8309406791001636}",20,0,-89.21499009744774,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
591,False,"{'a': 0.5537732345210501, 'e': 0.8303839026996727}",20,11,-19.654641541108045,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
592,False,"{'a': 0.5532197380808739, 'e': 0.8298262959153483}",20,0,-40.264107181996394,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
593,False,"{'a': 0.5526667948604818, 'e': 0.8292678593047971}",25,0,-186.25023349213387,"{0: 14, 1: 2, 2: 3, 3: 4, 4: 2}",0
594,False,"{'a': 0.5521144043069306, 'e': 0.8287085934264558}",20,0,-31.89092643308757,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
595,False,"{'a': 0.5515625658678298, 'e': 0.8281484988395901}",30,0,-144.15895693084136,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
596,False,"{'a': 0.5510112789913408, 'e': 0.8275875761042946}",20,0,-69.96148342122115,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
597,False,"{'a': 0.5504605431261766, 'e': 0.8270258257814919}",25,0,-60.47511050456706,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",1
598,False,"{'a': 0.5499103577216016, 'e': 0.8264632484329323}",25,0,-167.67726231976505,"{0: 10, 1: 4, 2: 8, 3: 2, 4: 1}",0
599,False,"{'a': 0.54936072222743, 'e': 0.8258998446211931}",30,3,-71.63402733600692,"{0: 19, 1: 4, 2: 2, 3: 1, 4: 1}",1
600,False,"{'a': 0.5488116360940265, 'e': 0.8253356149096783}",20,0,-32.82857508016902,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
601,False,"{'a': 0.5482630987723047, 'e': 0.8247705598626173}",25,0,-66.61106340071761,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
602,False,"{'a': 0.5477151097137275, 'e': 0.8242046800450651}",25,0,-25.564892667180192,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
603,False,"{'a': 0.5471676683703056, 'e': 0.8236379760229016}",30,0,-133.13415511394433,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
604,False,"{'a': 0.5466207741945976, 'e': 0.8230704483628307}",30,10,-11.814311267971217,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
605,False,"{'a': 0.5460744266397094, 'e': 0.82250209763238}",30,8,-40.77679603303304,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 0}",1
606,False,"{'a': 0.5455286251592933, 'e': 0.8219329243999002}",20,3,-110.70394830232134,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 2}",1
607,False,"{'a': 0.544983369207548, 'e': 0.8213629292345646}",25,0,-16.133100116151393,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
608,False,"{'a': 0.5444386582392171, 'e': 0.8207921127063681}",20,0,-44.72196597675253,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
609,False,"{'a': 0.5438944917095899, 'e': 0.8202204753861273}",20,0,-63.92735536825607,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
610,False,"{'a': 0.5433508690744998, 'e': 0.8196480178454795}",25,0,-51.37214830054191,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
611,False,"{'a': 0.542807789790324, 'e': 0.8190747406568822}",30,5,-24.706285381727643,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",1
612,False,"{'a': 0.5422652533139832, 'e': 0.8185006443936125}",20,5,-79.9280650484023,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 1}",1
613,False,"{'a': 0.541723259102941, 'e': 0.8179257296297665}",20,12,0.3796512004233492,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5411818066152029, 'e': 0.8173499969402591}",25,9,-5.637412191949124,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.5406408953093166, 'e': 0.8167734469008229}",20,12,-45.29275468767251,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
616,False,"{'a': 0.5401005246443706, 'e': 0.8161960800880078}",20,0,-26.77150455324546,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
617,False,"{'a': 0.5395606940799943, 'e': 0.8156178970791806}",20,0,-78.55689130496553,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
618,False,"{'a': 0.539021403076357, 'e': 0.8150388984525244}",25,0,-69.64561777827912,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
619,False,"{'a': 0.5384826510941678, 'e': 0.8144590847870377}",30,0,-58.29590466522127,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
620,False,"{'a': 0.5379444375946745, 'e': 0.8138784566625339}",25,0,-197.7222766060646,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 4}",0
621,False,"{'a': 0.5374067620396636, 'e': 0.8132970146596414}",25,0,-28.91477060593011,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
622,False,"{'a': 0.5368696238914595, 'e': 0.812714759359802}",20,0,-85.63553359634395,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
623,False,"{'a': 0.5363330226129241, 'e': 0.812131691345271}",20,0,-63.982961430719804,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
624,False,"{'a': 0.535796957667456, 'e': 0.8115478111991162}",25,0,-107.1951082185105,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
625,False,"{'a': 0.5352614285189903, 'e': 0.8109631195052179}",20,0,-53.17692960006793,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
626,False,"{'a': 0.5347264346319975, 'e': 0.8103776168482677}",30,0,-15.098317449859033,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
627,False,"{'a': 0.5341919754714841, 'e': 0.8097913038137682}",20,0,-35.94399713178576,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
628,False,"{'a': 0.5336580505029906, 'e': 0.8092041809880323}",20,6,-46.92358804573364,"{0: 7, 1: 2, 2: 5, 3: 0, 4: 0}",1
629,False,"{'a': 0.5331246591925921, 'e': 0.8086162489581828}",20,0,-49.8489403863653,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
630,False,"{'a': 0.5325918010068972, 'e': 0.8080275083121519}",20,0,-133.1820806748669,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
631,False,"{'a': 0.5320594754130477, 'e': 0.8074379596386799}",30,0,-103.25889776934649,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
632,False,"{'a': 0.5315276818787179, 'e': 0.8068476035273155}",20,10,-49.750059989771394,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
633,False,"{'a': 0.5309964198721143, 'e': 0.806256440568415}",20,0,-71.27596849153979,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
634,False,"{'a': 0.5304656888619749, 'e': 0.805664471353141}",20,0,-147.75250809910443,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
635,False,"{'a': 0.5299354883175685, 'e': 0.8050716964734628}",20,0,-26.45340093091078,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
636,False,"{'a': 0.5294058177086945, 'e': 0.8044781165221552}",25,0,-112.01189016800608,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
637,False,"{'a': 0.5288766765056825, 'e': 0.8038837320927981}",20,0,-72.16984992463246,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
638,False,"{'a': 0.528348064179391, 'e': 0.8032885437797759}",20,4,9.402059624375422,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.5278199802012077, 'e': 0.802692552178277}",25,6,-50.428556750153135,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 0}",1
640,False,"{'a': 0.5272924240430485, 'e': 0.8020957578842927}",20,8,5.903953778829256,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5267653951773574, 'e': 0.8014981614946173}",30,0,-77.14511156043815,"{0: 18, 1: 6, 2: 5, 3: 1, 4: 0}",0
642,False,"{'a': 0.5262388930771054, 'e': 0.8008997636068472}",30,0,-80.03277252783745,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
643,False,"{'a': 0.5257129172157903, 'e': 0.8003005648193803}",20,7,-32.903786494091094,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
644,False,"{'a': 0.5251874670674361, 'e': 0.7997005657314152}",20,0,-42.990315592599664,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
645,False,"{'a': 0.5246625421065929, 'e': 0.7990997669429512}",20,0,-131.94544749316088,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
646,False,"{'a': 0.5241381418083354, 'e': 0.7984981690547867}",25,0,-104.7584593803598,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
647,False,"{'a': 0.5236142656482635, 'e': 0.7978957726685196}",25,0,-61.063619830880775,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
648,False,"{'a': 0.5230909131025008, 'e': 0.7972925783865464}",25,0,-71.03645057970222,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
649,False,"{'a': 0.5225680836476948, 'e': 0.7966885868120613}",20,0,-66.23641677640049,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
650,False,"{'a': 0.522045776761016, 'e': 0.7960837985490558}",25,0,-97.79484679020483,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
651,False,"{'a': 0.5215239919201575, 'e': 0.795478214202318}",20,0,-97.14462843743463,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
652,False,"{'a': 0.5210027286033344, 'e': 0.7948718343774324}",20,0,-65.07094402937511,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
653,False,"{'a': 0.5204819862892833, 'e': 0.7942646596807786}",20,0,-68.584593417445,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",1
654,False,"{'a': 0.5199617644572618, 'e': 0.7936566907195313}",25,0,-119.29810356096995,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
655,False,"{'a': 0.5194420625870482, 'e': 0.7930479281016595}",35,0,-199.61047225589763,"{0: 21, 1: 3, 2: 8, 3: 0, 4: 3}",0
656,False,"{'a': 0.5189228801589404, 'e': 0.7924383724359255}",20,9,-21.88282152350105,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
657,False,"{'a': 0.518404216653756, 'e': 0.7918280243318853}",25,0,-113.8073023678195,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
658,False,"{'a': 0.5178860715528314, 'e': 0.7912168843998867}",20,0,-87.79946609313305,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
659,False,"{'a': 0.5173684443380216, 'e': 0.7906049532510695}",25,9,-54.1888769115518,"{0: 8, 1: 3, 2: 5, 3: 0, 4: 0}",1
660,False,"{'a': 0.5168513344916993, 'e': 0.7899922314973651}",25,0,-80.68708009901033,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
661,False,"{'a': 0.5163347414967544, 'e': 0.789378719751495}",25,16,-8.09861522515888,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
662,False,"{'a': 0.5158186648365941, 'e': 0.7887644186269709}",25,0,-18.731069715191232,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
663,False,"{'a': 0.5153031039951417, 'e': 0.7881493287380938}",25,0,-77.90384731971892,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
664,False,"{'a': 0.5147880584568362, 'e': 0.7875334506999537}",20,0,-70.93834118781031,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
665,False,"{'a': 0.5142735277066319, 'e': 0.7869167851284287}",25,0,-49.52370285470926,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",1
666,False,"{'a': 0.5137595112299984, 'e': 0.786299332640184}",25,0,-100.54140220662501,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
667,False,"{'a': 0.5132460085129188, 'e': 0.7856810938526722}",25,0,-43.486116259344996,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
668,False,"{'a': 0.5127330190418905, 'e': 0.785062069384132}",25,0,-128.0830494059111,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
669,False,"{'a': 0.512220542303924, 'e': 0.7844422598535878}",25,0,-82.2573135227374,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
670,False,"{'a': 0.5117085777865424, 'e': 0.7838216658808492}",20,0,-136.7618413324856,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",1
671,False,"{'a': 0.5111971249777814, 'e': 0.7832002880865101}",30,0,-98.90427860848766,"{0: 22, 1: 0, 2: 5, 3: 2, 4: 1}",0
672,False,"{'a': 0.5106861833661879, 'e': 0.7825781270919481}",30,23,10.694750302344383,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5101757524408203, 'e': 0.7819551835193241}",35,7,-73.4334469234479,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 1}",1
674,False,"{'a': 0.5096658316912476, 'e': 0.781331457991582}",20,7,-47.12176191670641,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
675,False,"{'a': 0.5091564206075492, 'e': 0.7807069511324468}",20,0,-61.14966555545046,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
676,False,"{'a': 0.5086475186803137, 'e': 0.7800816635664256}",25,0,-50.983571737925914,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
677,False,"{'a': 0.5081391254006393, 'e': 0.7794555959188059}",30,5,-177.3050806652708,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",1
678,False,"{'a': 0.5076312402601327, 'e': 0.7788287488156552}",20,0,-116.33753237838657,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
679,False,"{'a': 0.5071238627509087, 'e': 0.7782011228838206}",25,0,-115.94526748212972,"{0: 12, 1: 2, 2: 10, 3: 1, 4: 0}",0
680,False,"{'a': 0.5066169923655897, 'e': 0.7775727187509279}",30,7,-211.39292334661272,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 4}",1
681,False,"{'a': 0.5061106285973052, 'e': 0.7769435370453813}",20,0,-86.15837604760051,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
682,False,"{'a': 0.5056047709396915, 'e': 0.7763135783963624}",20,0,-44.61914877197585,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
683,False,"{'a': 0.5050994188868908, 'e': 0.7756828434338298}",25,8,-78.34397367764115,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
684,False,"{'a': 0.5045945719335512, 'e': 0.7750513327885183}",25,0,-41.153820171495866,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
685,False,"{'a': 0.5040902295748255, 'e': 0.7744190470919388}",20,0,-77.35661986936235,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
686,False,"{'a': 0.5035863913063714, 'e': 0.7737859869763766}",25,6,-45.31689023575553,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
687,False,"{'a': 0.5030830566243506, 'e': 0.7731521530748919}",35,0,-81.19147091411823,"{0: 28, 1: 3, 2: 1, 3: 1, 4: 2}",0
688,False,"{'a': 0.5025802250254284, 'e': 0.7725175460213186}",25,16,-18.164994988207976,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
689,False,"{'a': 0.502077896006773, 'e': 0.7718821664502636}",20,3,-88.9572347016881,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 2}",1
690,False,"{'a': 0.5015760690660556, 'e': 0.7712460149971065}",20,0,-127.3214501476422,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
691,False,"{'a': 0.5010747437014489, 'e': 0.7706090922979988}",20,8,-17.960835982533844,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
692,False,"{'a': 0.5005739194116277, 'e': 0.7699713989898629}",20,0,-131.10613610267552,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
693,False,"{'a': 0.5000735956957676, 'e': 0.7693329357103922}",20,0,-107.51604868978806,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
694,False,"{'a': 0.499573772053545, 'e': 0.7686937030980499}",20,0,-113.73534404636206,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
695,False,"{'a': 0.49907444798513595, 'e': 0.7680537017920684}",20,12,-27.015808999202175,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
696,False,"{'a': 0.49857562299121655, 'e': 0.7674129324324493}",20,2,-20.904481585679353,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.4980772965729616, 'e': 0.7667713956599618}",25,0,-11.353677491937235,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.49757946823204485, 'e': 0.7661290921161423}",20,9,-11.239161035125502,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
699,False,"{'a': 0.49708213747063773, 'e': 0.7654860224432947}",25,0,-30.370585076986536,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
700,False,"{'a': 0.4965853037914095, 'e': 0.7648421872844884}",20,15,11.130181389526559,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.49608896669752645, 'e': 0.7641975872835586}",25,11,9.457026315674009,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.49559312569265146, 'e': 0.7635522230851051}",25,0,-92.02391879151449,"{0: 16, 1: 5, 2: 1, 3: 2, 4: 1}",0
703,False,"{'a': 0.4950977802809434, 'e': 0.7629060953344922}",20,0,-56.948391656711514,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
704,False,"{'a': 0.494602929967057, 'e': 0.7622592046778476}",25,0,-60.476398150801906,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
705,False,"{'a': 0.49410857425614174, 'e': 0.7616115517620617}",25,2,-62.760222030269475,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 1}",1
706,False,"{'a': 0.4936147126538419, 'e': 0.7609631372347876}",20,9,-3.1336326071542544,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.4931213446662958, 'e': 0.7603139617444397}",20,0,-117.56122019326466,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
708,False,"{'a': 0.49262846980013547, 'e': 0.7596640259401933}",20,0,-23.69620756274839,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
709,False,"{'a': 0.492136087562486, 'e': 0.7590133304719844}",35,0,-159.47114202648876,"{0: 25, 1: 3, 2: 2, 3: 2, 4: 3}",0
710,False,"{'a': 0.49164419746096516, 'e': 0.7583618759905082}",20,0,-146.05391339263622,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
711,False,"{'a': 0.4911527990036827, 'e': 0.7577096631472192}",30,0,-114.51260740195178,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
712,False,"{'a': 0.4906618916992402, 'e': 0.7570566925943303}",25,0,-65.25614046804962,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
713,False,"{'a': 0.49017147505673025, 'e': 0.7564029649848117}",30,0,-65.56011363855401,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
714,False,"{'a': 0.4896815485857362, 'e': 0.7557484809723913}",20,0,-43.09486078338644,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
715,False,"{'a': 0.48919211179633154, 'e': 0.7550932412115529}",20,2,-38.590033917847016,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
716,False,"{'a': 0.4887031641990795, 'e': 0.7544372463575362}",20,0,-81.9161373820613,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
717,False,"{'a': 0.48821470530503236, 'e': 0.753780497066336}",20,0,-12.654744331459286,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
718,False,"{'a': 0.4877267346257312, 'e': 0.7531229939947015}",25,0,-84.28495804051062,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
719,False,"{'a': 0.4872392516732053, 'e': 0.7524647378001358}",25,0,-30.4569871350683,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
